x1,x2,linear_mix,periodic,noise1,noise2,target
-0.84347271,0.91535196,-0.08795122,-0.7767313,-0.4306671,0.13881254,0
-0.86761669,1.41493585,0.09304666,-0.80616691,2.25361491,0.10683499,0
1.67027587,0.53101781,1.46543433,-0.76078093,0.62443031,-0.41528766,1
0.78401979,0.38948965,0.61082976,0.76921072,0.00569277,-1.6446466,1
-0.98828126,0.13733499,-0.55529859,-0.76524127,0.0097056,-0.25080986,0
1.05359613,-0.67501242,0.40372692,0.66514469,2.6607498,-1.27951437,1
-0.95982523,-0.5459674,-0.8942607,-0.88795925,-0.09100704,1.27825444,0
-0.45508391,0.59486741,0.09651492,-0.86444404,-2.1817287,-0.86939991,0
0.48834756,-0.40107526,0.19616769,0.74449387,0.23193867,1.00124027,1
-0.620907,0.55242403,-0.30187148,-1.14604899,-0.90103339,0.15602835,0
-0.40343735,-0.23150127,-0.24081512,-0.70888673,0.32552266,0.809502,1
-0.62761365,0.79194041,-0.48549322,-0.98264083,-0.48302912,-0.36888803,0
0.45772592,0.9216455,1.06130187,1.06661175,-0.98184586,0.74658971,0
0.24680029,-0.10973887,0.24231949,0.5746575,1.01074354,-1.53997087,1
-0.35310495,0.58070014,0.14558315,-0.94646469,-0.29918763,-1.47353831,0
-0.49885568,1.03465668,-0.04813516,-0.71709388,0.07725289,2.06503467,0
-0.29285705,0.28913544,-0.12359432,-0.67910552,0.26619149,-0.58815768,1
-0.81713619,0.85522415,-0.08190484,-1.03526171,-1.3963351,-1.63726252,0
0.45726019,1.13570668,0.75649728,0.6548014,0.58416487,0.10276569,0
-0.74910006,-0.17268578,-0.56346656,-0.91957096,-0.38951041,-1.25443878,0
0.90216732,-0.44552154,0.65665107,0.79056757,-0.22826235,0.89784682,1
-0.43450216,1.16339766,0.19923845,-0.60029597,-1.35265298,-0.97836257,0
1.45174282,0.50809914,1.08918667,-0.30860592,-0.56255358,-0.57780343,1
0.63519274,-0.07788836,0.44936715,0.91349403,0.182698,-0.94093758,1
-1.09252335,0.60808902,-0.47247931,-0.33444187,0.32070422,-0.12218789,0
-0.1258514,0.13738156,-0.20800788,-0.29575301,-0.69066294,-0.15478268,1
1.56315347,-0.57465148,0.86425077,-0.47623098,0.79315216,0.77162258,1
0.74670276,0.95795541,0.50945743,1.01209198,1.30402205,-1.25087084,0
1.09243474,-0.22573161,0.70782464,0.59739408,0.44861793,1.47495436,1
-1.2282302,-0.17264908,-0.78087794,-0.39345971,-0.09826415,-1.83835573,0
2.1320124,-0.37594724,1.00493315,-1.00514286,0.86461039,-1.07048896,1
-0.97837008,1.11440549,-0.27001943,-0.67426441,0.13210501,1.50674615,0
0.29883117,-0.0005298,0.29426348,0.74773941,-2.49082984,-0.87445673,1
2.27917445,0.12012188,1.46029009,-1.24236118,-1.46818647,-1.17360819,1
0.63507618,-0.42756788,0.2790179,1.00488548,0.56378856,-1.01574823,1
-0.31139235,0.8971072,0.08153213,-0.63487766,-0.46007005,0.31532074,1
1.45361089,-0.66409201,0.94258119,-0.22923134,-1.45423178,0.3541272,1
0.29446094,1.29951935,0.59538729,0.93388066,2.14540036,0.17922934,0
1.65719506,-0.64351556,0.92167636,-0.7833801,0.0106234,-1.20237493,1
-1.05855356,0.31079617,-0.81953672,-0.49441359,2.17379853,0.48711097,0
0.59639404,-0.57904617,-0.07331786,1.06945413,0.55585439,-0.99304861,1
0.18370586,0.31559615,0.1932709,0.62163296,0.3497942,0.39974189,1
0.81265806,0.5549548,0.67924395,0.89272994,-1.47315593,0.86436253,0
-1.07745635,1.04021926,-0.43084681,-0.39250242,-1.40845361,-1.88852573,0
0.90155668,-0.60196203,0.42653553,0.92638727,0.32124371,-1.00383722,1
0.81747226,-0.76392894,0.34940264,1.09045394,1.50888732,-0.06859676,1
1.71478824,0.32407392,1.20876381,-0.80600194,-0.00552017,0.64747023,0
-0.79286849,0.65467787,-0.11746661,-0.91393652,0.78267163,1.56614875,0
-0.02380604,0.56992322,-0.2280955,0.24860354,-1.79929391,-1.53811861,0
-0.62839959,0.40872697,-0.27869768,-1.09084256,0.68341449,-0.59819857,1
-0.66791945,0.63367875,-0.14546125,-0.67369093,0.26088647,0.37668932,0
0.66670392,1.18361739,0.79965091,1.04680874,0.04274936,0.04314506,0
0.65516386,-0.39094396,0.31556565,0.87149794,0.36508238,0.55752301,1
0.51353658,0.04529017,0.23482879,0.81529181,1.18250276,-2.70364475,0
0.25020372,1.30841386,0.78598578,0.54824875,1.82316523,0.27629614,0
0.32536961,-0.5262027,0.16569546,0.87323154,-1.21115977,0.09898059,1
0.70433389,-1.09062837,0.0982281,0.95351267,0.07050796,-0.3510028,1
-0.18999719,0.41220025,0.22001252,-0.69489087,-1.27349235,0.9779105,1
-0.92264879,0.70455474,-0.37442076,-0.80811291,-0.60568233,0.69385862,0
-0.33598258,1.28348176,0.01874157,-0.63375781,1.7444945,0.73960905,0
0.93550669,1.07900018,0.80874816,0.54796491,2.74797174,-2.10967809,0
0.83593138,-0.91897409,0.27194006,0.91369571,1.59332514,0.44260994,1
0.93616296,-0.06296055,0.79831885,0.94685574,-0.58444793,-0.59055286,0
0.76460923,-0.51407967,0.01282878,0.94610222,-0.42414768,0.46208749,1
0.48128089,0.90754974,0.69476343,1.18350088,-1.07013704,0.77884936,0
1.06786498,-0.05749276,0.63750397,0.62772115,-1.24687408,0.46140806,0
1.51055864,0.25752688,1.18029421,-0.40881595,-0.66511276,-0.95377347,0
0.24718732,0.60545676,0.44582014,0.5698462,2.62453186,-1.71515699,1
1.09062333,-0.22518953,0.75816275,0.44911906,-0.69680955,-1.33892808,1
0.47666272,1.27484261,0.91241018,0.95607793,-0.96747553,-0.39542222,0
1.27978199,-0.26127554,0.6678258,-0.13485152,-0.32626183,0.62877523,1
-0.84699408,-0.02617372,-0.53819732,-1.03943198,0.97468249,1.17805084,0
0.64173739,0.45861797,0.59228779,1.06173911,1.50114877,0.3232687,0
1.11523072,0.53687534,1.05963724,0.33990445,1.73345762,1.58373026,0
0.94696281,-0.45566327,0.6033088,0.92846869,0.90924886,0.25113511,1
1.76336263,0.37243234,1.20589455,-0.86431489,0.30883054,-0.57191822,1
-0.73289561,-0.1967873,-0.39285934,-1.22049509,1.23055667,-0.28304541,0
0.63545206,-0.88530899,0.25862811,0.78932851,-0.31544356,0.35851298,1
1.81974654,0.55709319,1.33630974,-0.99461967,-1.44728788,0.04746772,1
1.72273701,0.5477707,1.25108026,-0.93789717,-1.27235934,-0.46171153,1
-1.28346119,1.25317826,-0.17252402,0.16328838,-1.27083545,-1.24970927,0
-1.17755328,0.85885034,-0.50800309,-0.12956248,0.42037531,0.37638654,0
-1.18717462,0.15610442,-0.81735544,-0.22199984,1.0305533,-0.60986924,0
2.21052933,0.34163609,1.5267036,-0.7990756,-0.23240408,1.84688838,1
0.73985579,-0.48718105,0.39730951,1.10454473,-0.47020637,-0.06535836,1
0.65810332,0.37365088,0.67841617,0.82431384,1.51575743,0.35935666,0
0.57255186,-0.02264032,0.42338456,1.03248567,0.49538341,-1.72367615,1
0.35950789,1.76094138,0.95997568,0.68592344,0.87618865,-0.1254789,0
2.26244919,-0.01157034,1.6414654,-0.7925923,-0.80124304,-0.1164033,1
-0.71667941,-0.2304538,-0.74996797,-0.88779831,-1.22869695,0.3269232,0
1.38218897,0.80582565,1.1498138,-0.241769,-1.07955749,0.04260963,1
-0.28816055,-0.20569449,-0.28786833,-0.39356793,-0.28197283,0.08632361,1
1.65140871,-0.39445117,0.64339671,-0.40193931,-0.45275271,-0.14808779,1
0.57187921,-1.1235745,-0.35505663,0.92037808,-0.15492417,-0.8040653,1
0.33609154,0.46942935,0.35840789,0.57798191,0.89761729,-0.64316808,0
1.88959956,0.25793022,1.04982698,-0.76732011,-0.27339145,-0.90517801,1
0.298296,0.70010624,0.46864539,0.86207036,-0.2649442,0.21493338,0
0.83563118,0.17254303,0.70571956,0.85968349,0.5436715,0.85387633,0
0.40484706,0.62084651,0.5977117,0.83249677,-0.11921411,-0.17402403,0
1.79326365,-0.57163071,1.25096857,-0.85943759,-1.41910062,-1.08307378,1
0.72778099,-0.05991298,0.62562327,1.06718598,-1.18840189,0.70583887,1
-0.68673383,0.94872788,-0.12311646,-0.99053307,-2.11097456,-0.22689033,0
0.506674,1.23049359,0.56788029,0.79261173,-1.26244361,0.84540022,0
0.17934321,-0.13428845,-0.15995547,0.36449997,-0.41468248,-0.24039962,1
-1.05000076,0.59314294,-0.3316403,-0.49593393,-1.58419247,-0.72027661,0
0.40023972,-0.08613615,0.32865784,1.18840154,0.01296698,0.1817831,1
1.20151213,-0.4251447,0.81877959,0.22089332,1.47547332,-2.0262709,1
1.6297057,-0.87125362,0.87031625,-0.94129738,0.2902171,-0.31652364,1
1.8847198,-0.09798936,1.28732701,-0.70634135,-1.11137944,1.01752839,1
-0.81588423,0.65517494,-0.13208721,-0.7164326,-2.38013546,-0.8952647,0
0.30823571,-0.33679401,-0.19942301,0.70978487,-0.65430555,-1.3912585,0
0.29618842,-0.04987257,-0.10010795,0.57472678,0.82242207,1.38782833,0
1.449555,0.16099177,0.96931197,-0.33956256,0.50004791,0.21532657,0
0.4229724,1.07157779,0.68113812,0.76380197,-1.73768611,-1.91930635,1
1.56599892,-0.15183534,0.90695478,-0.68704269,0.89622725,-1.0417456,0
0.30352882,0.27664386,0.25682659,0.61465093,2.02540798,-1.15615235,1
-0.24742965,1.30183416,0.0020556,-0.45288955,-0.49766514,-0.02522999,0
0.42157679,-0.07190338,0.45615465,0.73549202,-0.08069524,0.33519023,1
0.65173749,1.0873197,1.04812136,0.8854068,-2.06448705,-0.72489325,0
-0.30761256,0.95556008,0.35935257,-0.90281098,1.28335401,-0.11144396,1
1.59925419,-0.30434041,1.19891347,-0.51518086,2.21970664,-0.95101387,1
0.09730838,0.57515946,0.46651282,0.52369291,-1.37266945,0.26237538,0
-0.09944614,0.14098634,-0.01733243,-0.33121594,-0.14658188,-0.30469766,1
1.35288528,0.28847407,0.95955593,-0.01407894,1.66140247,2.02403061,1
1.99588919,0.47541629,1.35399888,-1.26826747,0.19843129,0.26929544,1
1.21322224,-0.76157192,0.57367688,0.03841345,0.62173521,-2.01854884,1
1.70170549,0.17196329,0.87611893,-0.98692627,0.17819352,-0.57487193,1
1.9058598,-0.12268013,1.63728684,-1.03443968,0.90408779,0.24109829,0
-0.24633042,1.13559857,0.15783757,-0.45364864,0.03582953,-0.03018867,0
-0.06387725,0.68342936,0.16352124,-0.19309353,1.29466942,0.81787567,0
-0.10762141,0.69730753,0.7248275,-0.1691156,-0.94419771,-0.05201712,1
1.78159045,-0.99578305,0.75115823,-0.94574829,-1.30341615,0.55865566,1
1.58348903,-0.25486701,1.08905608,-0.65255457,-0.66329603,-0.04307819,1
0.78392798,0.95159628,0.80447076,0.92871224,0.75363275,0.24091718,0
-0.19529442,0.68472427,0.26720357,-0.58237312,-1.29434391,0.30248372,0
1.37686382,0.31840404,0.72810964,0.07654945,1.19413258,0.53433772,0
0.37803781,-0.05965829,0.08660315,0.81746236,0.67505346,2.49103632,1
-0.14146437,-0.23743409,-0.46562645,-0.34204245,-0.51943082,0.77164184,1
1.76646305,-0.75148942,0.33958734,-0.96165546,-0.32366669,-0.40552166,1
1.41519401,0.26612078,1.13603687,-0.29826745,0.66770654,0.87728811,0
0.30806077,-0.42969349,0.02862447,0.87617582,-1.4707186,-1.9342978,1
0.46607245,0.47466508,0.33220899,0.85975071,0.65427309,0.86282986,0
0.08747013,1.06776366,0.54773203,0.35383072,0.17575902,-1.17469269,0
-0.24594476,0.95361677,0.16039968,-0.45488299,1.60350986,-1.22133518,0
0.43542918,1.12479863,0.61421727,0.84571387,-0.64383701,0.04587949,0
0.01242036,-0.35797498,-0.36879963,-0.19696443,1.72923633,0.61454593,1
1.21887638,0.31734538,0.89180986,0.39133347,0.35227857,0.44923756,0
-1.53498708,0.53084371,-0.58094874,0.20099881,-0.81417317,0.1617405,0
1.88315957,0.55722981,1.84039394,-0.88615713,0.00529134,-1.13181956,1
0.20460692,0.88766111,0.69657738,0.1629941,0.1939854,-1.35880906,0
-0.69125829,-0.40000534,-0.33260746,-1.19642326,-0.90213921,-1.46224081,1
1.62591047,-0.01376884,0.96378585,-0.67045306,-0.33123954,-0.34155299,1
0.3123836,0.46967747,0.24964132,0.7355347,0.95866206,-0.3954581,0
0.14423544,1.24548954,0.57621731,0.325694,2.33553257,-0.93461666,0
-0.1526975,0.6053569,-0.04338476,-0.41227722,-1.19298887,0.8233157,0
0.08763353,0.36045641,0.42005966,0.31890843,-0.27781547,-0.0556929,1
0.68690538,0.77782084,0.76380812,0.7028971,-2.34208977,1.68450296,0
0.29186085,0.91204257,0.46895797,0.48055301,-1.20423615,-0.19227717,0
1.18792687,-0.04574575,0.67145112,0.23112442,-1.01214961,0.92945574,1
2.27534021,-0.43318168,1.2259344,-0.95510121,-0.5985054,1.48865615,1
-1.02289774,0.44268815,-0.58477552,-0.89295306,-0.91263854,-0.76731134,0
1.11689392,-0.94017224,0.51496654,0.24769876,1.0494474,0.24000874,1
-0.02017663,-0.93086299,-0.44483652,0.06791577,0.93683651,-1.88828115,1
0.07802061,0.03409483,0.13511307,0.12796529,-0.8612008,0.13063961,1
0.60245486,1.13779902,0.43201421,1.07418211,0.02687764,-0.35504589,0
0.52421915,0.42426563,0.34375582,0.9881704,0.08905821,0.48753358,1
1.44280367,-0.5128334,0.92925694,-0.64136129,-0.5681463,-1.45507297,1
1.6354003,-0.68770855,0.84480814,-0.71713932,-1.53192135,0.31569907,1
-0.19276527,1.49467487,0.27873321,-0.41440859,0.53285175,-0.40032084,0
-0.0215346,1.33842552,0.55258027,-0.01470009,-0.74048252,-1.30012948,0
1.67502685,-0.98194087,0.78099888,-0.60387962,0.79079527,1.29472485,1
1.99125116,-0.06585311,1.08779037,-0.91847747,-0.08169625,0.09087017,1
0.59376136,-0.3790409,0.17835419,0.69417945,-0.68271905,-0.96142707,1
1.48453213,0.20287176,0.82845354,-0.64187728,0.52045439,1.33976403,1
0.81903412,0.21854252,0.49756027,0.99593724,0.57040775,0.7503753,0
1.58306914,-0.59128626,0.83119933,-1.06403345,-0.24522432,-0.18542013,1
0.68487182,0.64982138,0.71715088,1.20670679,0.13639672,0.49315295,0
1.27854503,1.13756068,1.36082447,0.054532,0.62361896,-1.62854661,0
1.95077307,0.06013678,1.02357727,-1.2917161,-0.06541215,0.27442708,1
1.56855838,-0.12872835,0.96604384,-0.42483448,-0.21107556,1.0853378,0
0.80788478,0.0274546,0.60538082,0.96739343,0.74910852,0.82647292,0
0.67353654,0.18974618,0.49824437,0.86200924,-0.9186284,1.4458189,1
1.1301165,-0.19519909,0.470282,0.25644671,1.3525674,-1.39478752,1
0.82815467,-0.07784198,0.57353108,1.00912675,0.73897736,-1.32120492,0
0.65222346,0.70462604,0.54469249,1.11068531,-0.40488807,1.65135056,0
0.55615717,0.02908573,0.34557071,1.13721082,-0.79686697,-0.55846866,1
2.48013397,0.15304885,1.71781776,-0.20601355,0.13033515,1.53459353,1
0.54710136,0.27706013,0.41309596,0.82985443,-0.3142258,0.84527729,0
0.48660338,-0.28891093,0.07080847,0.86053654,0.97877323,1.142249,1
-0.86646143,1.01229217,-0.01141473,-0.84366148,-0.03535873,1.23994146,0
0.4891993,0.76664626,0.28659896,0.76535116,0.73901214,-0.5706744,0
-0.68067558,0.56246952,-0.23226467,-1.06690485,-0.54327826,-0.54371926,0
0.63964915,-0.47183861,0.09856242,1.09519738,-0.81732919,-0.29536937,1
1.66081335,-0.31028158,0.87134232,-1.08397592,0.04391426,-0.08341743,1
-0.93187123,0.25914593,-0.467187,-0.60073591,-0.03079456,-1.87721579,0
-0.53401438,1.1125136,0.17113001,-0.90740996,0.70880796,0.73353447,0
0.96681632,-0.37038174,0.32123967,0.72405812,-0.07077355,1.38821032,1
1.41367922,-0.16851955,0.8350075,-0.39104759,0.03887567,0.84018368,1
1.71430152,-0.12220779,1.01240209,-0.95076942,0.17752577,0.66159099,1
0.19042594,-0.09429547,0.3583406,0.58989121,0.7042567,-0.45873371,1
0.52985776,0.75904685,0.60580869,1.1892534,1.40994507,-1.06265643,0
-0.05166738,0.64443582,0.2449181,-0.19012954,1.0578857,-1.42420844,0
-0.23951087,0.87172124,0.12146877,-0.38744319,2.26095398,1.24883202,0
0.33519953,0.23872851,0.35519767,0.64207297,0.53704138,-0.79626442,1
0.68097294,-0.75030902,0.07226946,0.59426762,-0.6270222,1.1822149,1
0.97992119,0.79946502,1.13125604,0.53809151,0.84282143,0.76316382,1
2.44691329,1.06651405,1.83958945,-0.53110726,1.31959859,-0.83832842,1
0.22466639,0.65179964,0.26652987,0.44067229,1.12877596,1.38021378,0
0.9879553,-0.36118243,0.5327876,1.0635913,0.17727634,0.80406195,1
-1.14406482,0.41247421,-0.55873079,-0.57494548,-1.73299516,0.08179658,0
-0.45105497,0.86709408,0.13562928,-0.98601269,-1.62435283,0.69073207,0
-0.1848324,0.97883513,0.17146846,-0.32389087,0.61667385,0.00309827,0
0.48185985,0.4294509,0.18905039,0.96787001,-0.26291216,0.87190427,1
2.06236192,0.1446539,1.50465402,-0.96014646,-0.88615413,-0.39710813,1
0.05566957,0.86519237,0.11731982,0.1368812,0.3709136,0.90839294,0
1.07246809,0.14609074,0.54704938,0.50319577,1.51632445,0.0461608,1
0.71833004,1.37145912,0.92060293,0.90307894,0.06507259,-0.78038457,0
-0.88802059,1.23630331,-0.25160631,-1.06181239,0.86901958,1.73599618,0
-0.30959795,0.35720246,0.12967075,-0.53872469,-0.45294898,3.0370675,1
1.8605062,-0.2465784,1.21535447,-1.09654667,-0.31648527,0.55976985,1
0.38680826,0.62868205,0.51358958,0.85699746,-0.243428,-0.15270305,0
0.65756771,-0.44786343,0.09043355,1.14966149,0.45305345,-0.08731952,1
-0.85323905,0.68860505,-0.0615662,-0.90375985,1.75027746,0.57057775,0
0.53991147,-0.46725084,0.17355324,0.87062181,-0.76177067,0.67786354,1
0.4360311,0.18817426,0.51930298,1.00344554,2.68173374,0.61603547,1
0.44624609,-0.41173075,-0.0217686,0.80523371,-0.53904291,0.36555625,1
-0.82107776,0.16225769,-0.50257982,-1.02612597,-1.28115707,-0.09613246,0
0.25713694,-0.15565714,-0.15168954,0.49466188,-1.12190511,0.88202532,1
0.76052943,-0.65710105,0.34901561,1.09461182,-2.32211983,-0.82896754,1
2.31941157,0.40512303,1.46839143,-0.48570676,-0.42087426,-0.63128199,1
1.51410478,-0.54834493,1.05497285,-0.78781329,1.71410003,0.74463657,1
0.66034468,0.55167336,0.16609801,1.05562009,-1.16409649,0.42068182,0
-1.21128688,-0.38351423,-0.85289123,-0.30112375,-0.08878127,-0.27039278,0
2.06245036,0.64790631,1.62809185,-0.73118949,0.56182763,0.12181315,1
0.9122095,-0.0845329,0.85926115,0.73632642,-0.9664138,0.77210391,0
0.85246925,-0.56174701,0.3069787,0.59908076,-0.40356271,-0.17421332,1
1.68485677,0.40930418,1.43851666,-0.76976203,-1.66147919,-1.54075997,0
0.65020377,-0.00799812,0.29657171,0.89413142,0.44643417,-0.5407074,0
-1.04471959,0.77084929,-0.44441366,-1.01438411,0.61754258,-0.30076203,0
0.63869791,-0.38285737,0.25396377,1.06782445,-1.3319855,1.64470137,1
0.64657856,0.92206163,0.78211199,0.71689302,-0.16969,-0.50850713,0
0.80819309,-0.23016485,0.49310082,1.26073336,0.02557666,-0.09303022,1
1.07147622,-0.37225021,0.42808045,1.00046244,-0.15891667,0.91048672,1
-0.97791004,0.85912066,-0.35737592,-0.69123304,-2.4634347,-0.83529797,0
-0.1527392,1.31366943,0.32917757,-0.39153364,-0.75569814,0.05970676,0
1.01821553,0.69629726,1.30358285,0.58597525,0.6782249,-0.66546028,0
0.25451603,0.55150059,0.45037941,0.36229534,-0.57174633,-0.69650101,0
-0.60076354,1.39254411,-0.04887161,-1.05968031,-1.14162901,0.34265611,0
1.0036344,-0.25646052,0.66882528,0.9202758,-0.28271001,-0.55631882,1
1.32757043,0.14837968,0.63501608,0.1326783,0.27437937,2.25757883,1
1.70987001,-0.27054631,0.96813404,-0.8290585,-1.84769409,0.09347111,1
1.95288854,0.67292029,1.36402106,-0.85699179,1.19682929,0.14807807,1
0.16167273,-0.20044424,-0.24743931,0.2057291,-0.0851847,0.35021571,1
1.72435586,0.41318769,1.5307174,-0.71819462,-0.07778632,0.14022829,1
0.51103137,0.79710309,0.82101548,0.77872536,-0.39428483,1.46886769,1
1.0399588,0.4883225,0.99256545,0.52232345,0.38171202,-0.64797554,0
0.4260012,-0.13623007,0.10464634,1.12898259,1.23775592,-0.31346291,1
-0.74209089,1.24588679,0.04409058,-1.01828976,1.62406653,-1.83065773,0
0.06978455,1.29018349,0.53603062,0.13435815,0.12068652,1.52501243,0
-1.2863947,0.79706681,-0.42405672,-0.14292355,0.73693647,0.16841958,0
-0.8782381,0.954045,-0.08886655,-0.72719606,2.80518115,0.12782721,0
0.32558593,-0.51399719,0.27263336,0.75021494,2.05172112,-0.24016675,1
2.00386258,0.35683564,1.26058908,-1.03098848,0.27623794,0.71740854,1
0.83458286,0.89711262,0.8286217,1.19936658,0.71786608,-0.30091973,0
0.57907323,-0.40120913,0.5050346,0.90851308,-0.10386738,-1.59029682,1
-1.42340943,0.13480343,-0.88187287,0.5441995,-0.4424662,1.347259,0
0.98486794,-0.03413829,0.74655364,0.64539044,-1.54825216,0.6483604,1
-0.92772633,-0.00248188,-0.55142798,-0.47995861,-0.84495584,0.61863411,0
1.12625064,0.42042369,1.06518654,0.49124831,0.43640205,-0.35664566,0
0.83192857,-0.52729185,0.50534326,0.69439521,-0.04447142,0.38997653,1
1.14889119,0.35782055,0.85299692,0.51789656,-0.6071396,-0.82953463,0
0.41130797,-0.3909873,0.30623123,0.43271959,-2.0686327,-0.60300978,1
-0.55820982,0.64795192,-0.35650056,-0.87725944,0.94416406,-0.12613415,0
0.1547541,0.19753294,0.14674789,0.38495718,-0.21755189,0.19515396,1
0.75443714,0.33197142,0.75938316,0.87130077,-1.19418241,-0.47992114,0
2.35203158,0.6358995,1.75648899,-0.61543933,-0.75093871,0.20893416,1
-0.47648746,0.87662855,-0.12677121,-0.68550501,-0.41914101,0.27671554,0
0.31613573,-0.28704306,-0.16384204,0.68133586,-0.18456941,-0.4937708,1
-1.14157338,1.04752079,-0.42240043,-0.49263056,-1.33544546,-0.56024749,0
-0.17317464,0.31630175,0.13483319,-0.61336202,-1.31155122,-0.04086034,1
0.9546871,0.41505541,0.82251687,0.69810332,0.30468118,1.71858713,0
0.56717101,-0.10672936,-0.05936665,1.18561416,1.01670844,-0.75995586,1
0.10449837,1.46607474,0.50571107,0.29652151,0.37172755,0.63749159,0
1.79766602,-0.49205474,1.03922796,-1.0157306,0.71276257,-0.83713437,1
1.09117447,-0.39640688,0.27711506,0.70703998,-0.64778849,-0.90078215,1
0.37771512,-0.37009713,-0.15721678,0.83912509,0.50611454,-0.28517707,1
-0.0546875,0.61951279,0.0862464,-0.38156646,-0.50943161,-0.67052275,0
1.05025363,-0.45185367,0.71493564,0.32116419,-0.76419786,0.10935846,1
0.18875933,0.56206503,0.26572884,0.40254841,-0.60513299,-1.6255805,0
-0.59343205,0.89988855,-0.40886147,-1.26990082,-0.32423429,-1.37627039,0
0.6091355,0.66327285,0.75633133,0.96482552,1.06147789,1.53225596,0
-0.19791626,-0.2196453,-0.00183913,-0.48730095,-0.71048357,0.52127144,1
-1.24664936,0.42664152,-0.64152512,-0.40187459,0.25642208,0.45206768,0
0.96211725,-0.35088938,0.36449136,0.91229549,1.51818955,-2.35652258,1
0.10117123,0.95652485,0.42224135,0.30599567,2.16964932,-0.55411385,0
0.30728675,-0.15681302,0.3647013,0.52664829,1.05460786,0.98036357,1
0.97526729,-0.65329231,0.62763255,0.60688452,-0.70737638,0.37480445,1
-0.31632491,0.98300183,0.36808015,-0.40604233,0.87612738,0.39146339,0
1.50406584,0.14301465,1.09264817,-0.26523632,0.10526432,0.94988825,1
-0.78427922,0.68348958,-0.482455,-0.8608777,-1.69646388,-0.21987346,0
0.87130116,-0.51069623,0.39386365,0.74887975,-0.6574498,-1.36789235,1
0.03826181,0.02375202,0.23424035,0.27903213,0.907461,0.06377879,1
0.97989238,-0.5575309,0.25742677,0.73589007,-0.31730808,0.38337386,1
2.21826524,0.97225541,1.8885008,-0.97167051,0.39508371,-1.21442821,1
0.43605495,-0.04571706,0.29121296,0.81334407,2.07952185,0.41395403,0
-0.29774322,0.96596289,-0.10965166,-0.39987683,0.27708288,1.4946559,0
-0.95137755,-0.3821036,-0.53852956,-0.66937968,0.74575351,-0.13139593,0
0.07100914,1.28897412,0.49265971,0.24836529,1.6868023,-0.63958725,0
-1.0060641,0.02923076,-0.92907824,-0.64089636,0.3923235,-0.71085342,0
-0.54951741,0.50810124,-0.1535756,-0.82748189,0.28018132,1.67574685,0
1.17545377,0.20637255,0.78488354,0.53557573,-0.23554584,0.50806956,0
1.75331587,0.34770048,1.33342751,-1.02246218,0.07617414,-1.73076545,1
1.99403939,0.12445028,1.43025627,-1.07141555,-0.79692356,-1.15033597,1
0.98817156,0.67109718,1.27500852,0.59688131,0.30804774,-0.2102153,0
0.66110402,-0.10498377,0.45809243,0.92338918,-0.63078889,0.30877538,0
-1.06236747,0.3008654,-0.55370842,-0.69011093,-1.59641835,1.01032137,0
-0.53932885,0.94031863,-0.14303154,-0.73106847,-1.00679286,-0.37095583,0
0.85220712,-0.85905817,0.083211,0.7447999,-0.55320924,0.1986757,1
0.45704473,1.29543756,0.61452878,0.92022653,-1.52679733,1.17244446,0
0.41861682,0.00593424,0.26509979,0.8093788,-0.76334483,-0.03116443,1
